Crop,State,Area,Annual_Rainfall,Fertilizer,Pesticide,Yield
Maize,Meghalaya,16637,6200.3,1765684.81,4491.99,1.448571429
Mesta,Meghalaya,4457,6200.3,473021.41,1203.39,4.556666667
Potato,Meghalaya,18339,6200.3,1946318.07,4951.53,6.858571429
Rapeseed &Mustard,Meghalaya,7042,6200.3,747367.46,1901.34,0.654285714
Rice,Meghalaya,102482,6200.3,10876414.66,27670.14,1.605714286
Rice,Meghalaya,3929,6200.3,416984.77,1060.83,1.755714286
Sesamum,Meghalaya,1304,6200.3,138393.52,352.08,0.588571429
Soyabean,Meghalaya,1038,6200.3,110162.94,280.26,0.888571429
Sugarcane,Meghalaya,80,6200.3,8490.4,21.6,2.372
Sweet potato,Meghalaya,5220,6200.3,553998.6,1409.4,3.415714286
Tapioca,Meghalaya,4022,6200.3,426854.86,1085.94,6.39
Tobacco,Meghalaya,719,6200.3,76307.47,194.13,0.636
Turmeric,Meghalaya,1458,6200.3,154737.54,393.66,5.284285714
Arecanut,Puducherry,65,1434.5875,6898.45,17.55,2
Bajra,Puducherry,170,1434.5875,18042.1,45.9,2.76
Banana,Puducherry,282,1434.5875,29928.66,76.14,29.25
Black pepper,Puducherry,12,1434.5875,1273.56,3.24,0.58
Cashewnut,Puducherry,210,1434.5875,22287.3,56.7,2.69
Coconut ,Puducherry,2214,1434.5875,234971.82,597.78,12812.4475
Coriander,Puducherry,3,1434.5875,318.39,0.81,0.67
Cotton(lint),Puducherry,357,1434.5875,37888.41,96.39,5.14
Dry chillies,Puducherry,11,1434.5875,1167.43,2.97,3.305
Ginger,Puducherry,133,1434.5875,14115.29,35.91,0.676666667
Groundnut,Puducherry,898,1434.5875,95304.74,242.46,2.125
Jowar,Puducherry,3,1434.5875,318.39,0.81,1
Moong(Green Gram),Puducherry,2453,1434.5875,260336.89,662.31,0.553333333
Onion,Puducherry,14,1434.5875,1485.82,3.78,13.07
Other  Rabi pulses,Puducherry,63,1434.5875,6686.19,17.01,1.333333333
Ragi,Puducherry,124,1434.5875,13160.12,33.48,3.325
Rapeseed &Mustard,Puducherry,64,1434.5875,6792.32,17.28,6.023333333
Rice,Puducherry,25444,1434.5875,2700371.72,6869.88,2.61
Sugarcane,Puducherry,2798,1434.5875,296951.74,755.46,83
Tapioca,Puducherry,365,1434.5875,38737.45,98.55,18.29
Urad,Puducherry,3159,1434.5875,335264.67,852.93,0.763333333
Arecanut,West Bengal,7677,2318.1,814760.01,2072.79,1.864117647
Arhar/Tur,West Bengal,3077,2318.1,326562.01,830.79,0.83
Bajra,West Bengal,146,2318.1,15494.98,39.42,0.606666667
Barley,West Bengal,5077,2318.1,538822.01,1370.79,0.776666667
Cardamom,West Bengal,2875,2318.1,305123.75,776.25,0.24
Castor seed,West Bengal,35,2318.1,3714.55,9.45,0.69
Coconut ,West Bengal,24216,2318.1,2570044.08,6538.32,13592.12778
Cotton(lint),West Bengal,750,2318.1,79597.5,202.5,2.72
Dry chillies,West Bengal,16849,2318.1,1788184.37,4549.23,0.717222222
Dry chillies,West Bengal,46293,2318.1,4913076.09,12499.11,1.043333333
Ginger,West Bengal,9165,2318.1,972681.45,2474.55,1.662777778
Gram,West Bengal,26618,2318.1,2824968.34,7186.86,0.826923077
Groundnut,West Bengal,4804,2318.1,509848.52,1297.08,1.16625
Groundnut,West Bengal,6098,2318.1,647180.74,1646.46,1.525
Groundnut,West Bengal,23233,2318.1,2465718.29,6272.91,1.315
Horse-gram,West Bengal,4326,2318.1,459118.38,1168.02,0.452
Jowar,West Bengal,1156,2318.1,122686.28,312.12,0.68
Jute,West Bengal,613923,2318.1,65155647.99,165759.21,13.94058824
Khesari,West Bengal,23091,2318.1,2450647.83,6234.57,0.999375
Linseed,West Bengal,9855,2318.1,1045911.15,2660.85,0.360769231
Maize,West Bengal,35129,2318.1,3728240.77,9484.83,1.941538462
Masoor,West Bengal,58760,2318.1,6236198.8,15865.2,0.636470588
Mesta,West Bengal,8864,2318.1,940736.32,2393.28,9.842142857
Moong(Green Gram),West Bengal,578,2318.1,61343.14,156.06,0.5325
Moong(Green Gram),West Bengal,2375,2318.1,252058.75,641.25,0.615
Moong(Green Gram),West Bengal,7947,2318.1,843415.11,2145.69,0.850625
Niger seed,West Bengal,6733,2318.1,714573.29,1817.91,0.3875
Other Kharif pulses,West Bengal,783,2318.1,83099.79,211.41,0.591666667
Peas & beans (Pulses),West Bengal,7041,2318.1,747261.33,1901.07,0.931333333
Potato,West Bengal,2478,2318.1,262990.14,669.06,13.4
Potato,West Bengal,313373,2318.1,33258276.49,84610.71,20.56777778
Ragi,West Bengal,12489,2318.1,1325457.57,3372.03,0.898
Rapeseed &Mustard,West Bengal,345961,2318.1,36716840.93,93409.47,0.766111111
Rice,West Bengal,427155,2318.1,45333960.15,115331.85,1.868888889
Rice,West Bengal,1474338,2318.1,156471491.9,398071.26,2.897222222
Rice,West Bengal,4248946,2318.1,450940639,1147215.42,1.906666667
Safflower,West Bengal,60,2318.1,6367.8,16.2,0.542
Sannhamp,West Bengal,1448,2318.1,153676.24,390.96,5.421666667
Sannhamp,West Bengal,107,2318.1,11355.91,28.89,3.6
Sesamum,West Bengal,891,2318.1,94561.83,240.57,0.377777778
Sesamum,West Bengal,102044,2318.1,10829929.72,27551.88,0.638235294
Sesamum,West Bengal,2510,2318.1,266386.3,677.7,0.5425
Small millets,West Bengal,3702,2318.1,392893.26,999.54,0.617142857
Small millets,West Bengal,1505,2318.1,159725.65,406.35,0.918
Soyabean,West Bengal,730,2318.1,77474.9,197.1,0.448333333
Sugarcane,West Bengal,22883,2318.1,2428572.79,6178.41,78.571875
Sunflower,West Bengal,150,2318.1,15919.5,40.5,0.683333333
Tobacco,West Bengal,11442,2318.1,1214339.46,3089.34,0.592
Turmeric,West Bengal,13283,2318.1,1409724.79,3586.41,1.425555556
Urad,West Bengal,60254,2318.1,6394757.02,16268.58,0.566666667
Urad,West Bengal,18527,2318.1,1966270.51,5002.29,0.636923077
Wheat,West Bengal,364155,2318.1,38647770.15,98321.85,2.096666667
Arecanut,Andhra Pradesh,262,935.6,25720.54,68.12,2.78
Arhar/Tur,Andhra Pradesh,507366,935.6,49808120.22,131915.16,0.433181818
Arhar/Tur,Andhra Pradesh,6098,935.6,598640.66,1585.48,0.42375
Bajra,Andhra Pradesh,129475,935.6,12710560.75,33663.5,1.001666667
Bajra,Andhra Pradesh,14229,935.6,1396860.93,3699.54,0.883125
Banana,Andhra Pradesh,49051,935.6,4815336.67,12753.26,17.63090909
Cashewnut,Andhra Pradesh,145315,935.6,14265573.55,37781.9,0.190625
Castor seed,Andhra Pradesh,398561,935.6,39126733.37,103625.86,0.339047619
Coconut ,Andhra Pradesh,102646,935.6,10076757.82,26687.96,9101.813684
Coriander,Andhra Pradesh,58441,935.6,5737152.97,15194.66,0.395
Cotton(lint),Andhra Pradesh,1021721,935.6,100302350.6,265647.46,1.687727273
Dry chillies,Andhra Pradesh,183741,935.6,18037853.97,47772.66,2.146818182
Dry chillies,Andhra Pradesh,54262,935.6,5326900.54,14108.12,2.023181818
Ginger,Andhra Pradesh,2329,935.6,228637.93,605.54,3.14875
Gram,Andhra Pradesh,100,935.6,9817,26,1.1575
Gram,Andhra Pradesh,200763,935.6,19708903.71,52198.38,1.4145
Groundnut,Andhra Pradesh,1601349,935.6,157204431.3,416350.74,0.904090909
Groundnut,Andhra Pradesh,272468,935.6,26748183.56,70841.68,1.668181818
Horse-gram,Andhra Pradesh,13824,935.6,1357102.08,3594.24,0.5
Horse-gram,Andhra Pradesh,64789,935.6,6360336.13,16845.14,0.209545455
Jowar,Andhra Pradesh,332435,935.6,32635143.95,86433.1,0.830909091
Jowar,Andhra Pradesh,344493,935.6,33818877.81,89568.18,0.840909091
Linseed,Andhra Pradesh,5486,935.6,538560.62,1426.36,0.2075
Maize,Andhra Pradesh,430544,935.6,42266504.48,111941.44,2.564545455
Maize,Andhra Pradesh,97123,935.6,9534564.91,25251.98,5.019545455
Mesta,Andhra Pradesh,77823,935.6,7639883.91,20233.98,8.745384615
Moong(Green Gram),Andhra Pradesh,392017,935.6,38484308.89,101924.42,0.404090909
Moong(Green Gram),Andhra Pradesh,128365,935.6,12601592.05,33374.9,0.371578947
Niger seed,Andhra Pradesh,18452,935.6,1811432.84,4797.52,0.36
Onion,Andhra Pradesh,17058,935.6,1674583.86,4435.08,12.77315789
Onion,Andhra Pradesh,13248,935.6,1300556.16,3444.48,22.5085
Other  Rabi pulses,Andhra Pradesh,14200,935.6,1394014,3692,0.324705882
Other Kharif pulses,Andhra Pradesh,19850,935.6,1948674.5,5161,0.275263158
Potato,Andhra Pradesh,2489,935.6,244345.13,647.14,6.14375
Ragi,Andhra Pradesh,83492,935.6,8196409.64,21707.92,1.172
Ragi,Andhra Pradesh,15760,935.6,1547159.2,4097.6,1.639285714
Rapeseed &Mustard,Andhra Pradesh,4482,935.6,439997.94,1165.32,0.151538462
Rice,Andhra Pradesh,3003673,935.6,294870578.4,780954.98,2.7
Rice,Andhra Pradesh,1239053,935.6,121637833,322153.78,2.939090909
Safflower,Andhra Pradesh,16198,935.6,1590157.66,4211.48,0.34
Sesamum,Andhra Pradesh,143737,935.6,14110661.29,37371.62,0.192272727
Sesamum,Andhra Pradesh,39066,935.6,3835109.22,10157.16,0.204444444
Small millets,Andhra Pradesh,64766,935.6,6358078.22,16839.16,0.668125
Small millets,Andhra Pradesh,1961,935.6,192511.37,509.86,0.681666667
Sugarcane,Andhra Pradesh,237150,935.6,23281015.5,61659,73.8955
Sunflower,Andhra Pradesh,197261,935.6,19365112.37,51287.86,1.038421053
Sweet potato,Andhra Pradesh,1938,935.6,190253.46,503.88,13.93277778
Tapioca,Andhra Pradesh,21506,935.6,2111244.02,5591.56,7.528
Tobacco,Andhra Pradesh,126144,935.6,12383556.48,32797.44,3.364285714
Urad,Andhra Pradesh,99423,935.6,9760355.91,25849.98,0.1615
Urad,Andhra Pradesh,455864,935.6,44752168.88,118524.64,0.655454545
Wheat,Andhra Pradesh,14261,935.6,1400002.37,3707.86,0.581818182
Arecanut,Assam,73237,1965.5,7189676.29,19041.62,0.957391304
Arhar/Tur,Assam,7280,1965.5,714677.6,1892.8,0.714347826
Banana,Assam,42534,1965.5,4175562.78,11058.84,13.73217391
Castor seed,Assam,1662,1965.5,163158.54,432.12,0.417619048
Coconut ,Assam,20913,1965.5,2053029.21,5437.38,5771.352609
Cotton(lint),Assam,1673,1965.5,164238.41,434.98,0.426521739
Dry chillies,Assam,14688,1965.5,1441920.96,3818.88,0.637826087
Gram,Assam,2661,1965.5,261230.37,691.86,0.462380952
Jute,Assam,69513,1965.5,6824091.21,18073.38,9.794782609
Linseed,Assam,10206,1965.5,1001923.02,2653.56,0.505238095
Maize,Assam,20241,1965.5,1987058.97,5262.66,0.605652174
Mesta,Assam,5049,1965.5,495660.33,1312.74,4.657368421
Niger seed,Assam,9044,1965.5,887849.48,2351.44,0.627368421
Onion,Assam,7359,1965.5,722433.03,1913.34,2.331304348
Other  Rabi pulses,Assam,101474,1965.5,9961702.58,26383.24,0.52173913
Potato,Assam,80504,1965.5,7903077.68,20931.04,7.459565217
Rapeseed &Mustard,Assam,274459,1965.5,26943640.03,71359.34,0.499565217
Rice,Assam,539665,1965.5,52978913.05,140312.9,1.197826087
Rice,Assam,329255,1965.5,32322963.35,85606.3,1.825217391
Rice,Assam,1777257,1965.5,174473319.7,462086.82,1.581304348
Sesamum,Assam,14960,1965.5,1468623.2,3889.6,0.489565217
Small millets,Assam,10591,1965.5,1039718.47,2753.66,0.495454545
Sugarcane,Assam,26768,1965.5,2627814.56,6959.68,36.57217391
Sweet potato,Assam,8757,1965.5,859674.69,2276.82,3.435217391
Tapioca,Assam,2859,1965.5,280668.03,743.34,4.423478261
Tobacco,Assam,1278,1965.5,125461.26,332.28,0.584782609
Turmeric,Assam,11626,1965.5,1141324.42,3022.76,0.668695652
Wheat,Assam,70301,1965.5,6901449.17,18278.26,1.175909091
Arecanut,Goa,1600,3886.9,157072,416,1.56
Banana,Goa,2000,3886.9,196340,520,7.37
Black pepper,Goa,480,3886.9,47121.6,124.8,0.21
Cashewnut,Goa,53767,3886.9,5278306.39,13979.42,0.4
Coconut ,Goa,25025,3886.9,2456704.25,6506.5,4999.8
Groundnut,Goa,360,3886.9,35341.2,93.6,1.58
Groundnut,Goa,1421,3886.9,139499.57,369.46,1.82
Other  Rabi pulses,Goa,10121,3886.9,993578.57,2631.46,0.92
Other Kharif pulses,Goa,650,3886.9,63810.5,169,0.48
Ragi,Goa,500,3886.9,49085,130,1
Rice,Goa,41000,3886.9,4024970,10660,2.36
Rice,Goa,16207,3886.9,1591041.19,4213.82,2.81
Sugarcane,Goa,1250,3886.9,122712.5,325,58.2
Arecanut,Karnataka,119093,1213.3,11691359.81,30964.18,1.2925
Arhar/Tur,Karnataka,582763,1213.3,57209843.71,151518.38,0.492083333
Bajra,Karnataka,461048,1213.3,45261082.16,119872.48,0.662352941
Bajra,Karnataka,160,1213.3,15707.2,41.6,0.81
Bajra,Karnataka,913,1213.3,89629.21,237.38,1.11
Banana,Karnataka,35335,1213.3,3468836.95,9187.1,18.36037037
Black pepper,Karnataka,7249,1213.3,711634.33,1884.74,2.263636364
Cardamom,Karnataka,19881,1213.3,1951717.77,5169.06,0.06
Castor seed,Karnataka,30366,1213.3,2981030.22,7895.16,1.31
Coconut ,Karnataka,335996,1213.3,32984727.32,87358.96,4673.661111
Coriander,Karnataka,9829,1213.3,964912.93,2555.54,0.119047619
Cotton(lint),Karnataka,551763,1213.3,54166573.71,143458.38,1.593333333
Dry chillies,Karnataka,172918,1213.3,16975360.06,44958.68,1.049259259
Garlic,Karnataka,5949,1213.3,584013.33,1546.74,1.491333333
Ginger,Karnataka,10758,1213.3,1056112.86,2797.08,12.76823529
Gram,Karnataka,369473,1213.3,36271164.41,96062.98,0.622380952
Groundnut,Karnataka,883611,1213.3,86744091.87,229738.86,0.9464
Groundnut,Karnataka,179804,1213.3,17651358.68,46749.04,1.173846154
Horse-gram,Karnataka,161959,1213.3,15899515.03,42109.34,0.63625
Horse-gram,Karnataka,133213,1213.3,13077520.21,34635.38,0.454583333
Jowar,Karnataka,402962,1213.3,39558779.54,104770.12,1.395238095
Jowar,Karnataka,1373422,1213.3,134828837.7,357089.72,0.674210526
Jowar,Karnataka,5878,1213.3,577043.26,1528.28,2.018571429
Linseed,Karnataka,17365,1213.3,1704722.05,4514.9,0.360714286
Maize,Karnataka,599893,1213.3,58891495.81,155972.18,3.1712
Maize,Karnataka,57797,1213.3,5673931.49,15027.22,2.397368421
Maize,Karnataka,11165,1213.3,1096068.05,2902.9,2.774761905
Mesta,Karnataka,4288,1213.3,420952.96,1114.88,1.807142857
Moong(Green Gram),Karnataka,435355,1213.3,42738800.35,113192.3,0.419130435
Moong(Green Gram),Karnataka,15474,1213.3,1519082.58,4023.24,0.26875
Niger seed,Karnataka,43842,1213.3,4303969.14,11398.92,0.213043478
Onion,Karnataka,120358,1213.3,11815544.86,31293.08,6.0164
Other  Rabi pulses,Karnataka,33468,1213.3,3285553.56,8701.68,0.117407407
Other Kharif pulses,Karnataka,169312,1213.3,16621359.04,44021.12,0.2812
Potato,Karnataka,38298,1213.3,3759714.66,9957.48,11.70933333
Ragi,Karnataka,983456,1213.3,96545875.52,255698.56,1.644
Ragi,Karnataka,28464,1213.3,2794310.88,7400.64,1.385384615
Ragi,Karnataka,10781,1213.3,1058370.77,2803.06,1.982857143
Rapeseed &Mustard,Karnataka,7637,1213.3,749724.29,1985.62,0.208888889
Rice,Karnataka,1120549,1213.3,110004295.3,291342.74,2.357407407
Rice,Karnataka,52005,1213.3,5105330.85,13521.3,2.064615385
Rice,Karnataka,310892,1213.3,30520267.64,80831.92,2.751304348
Safflower,Karnataka,93546,1213.3,9183410.82,24321.96,0.764
Sannhamp,Karnataka,1424,1213.3,139794.08,370.24,0.285
Sesamum,Karnataka,97589,1213.3,9580312.13,25373.14,0.4372
Small millets,Karnataka,71447,1213.3,7013951.99,18576.22,0.686363636
Soyabean,Karnataka,62553,1213.3,6140828.01,16263.78,1.01
Sugarcane,Karnataka,417141,1213.3,40950731.97,108456.66,98.80038462
Sunflower,Karnataka,188140,1213.3,18469703.8,48916.4,0.5375
Sunflower,Karnataka,261152,1213.3,25637291.84,67899.52,0.510434783
Sunflower,Karnataka,28499,1213.3,2797746.83,7409.74,0.7235
Sweet potato,Karnataka,3501,1213.3,343693.17,910.26,6.222142857
Tapioca,Karnataka,1030,1213.3,101115.1,267.8,9.558571429
Tobacco,Karnataka,70504,1213.3,6921377.68,18331.04,0.722857143
Turmeric,Karnataka,9251,1213.3,908170.67,2405.26,4.298095238
Urad,Karnataka,133729,1213.3,13128175.93,34769.54,0.3965
Urad,Karnataka,11924,1213.3,1170579.08,3100.24,0.363125
Wheat,Karnataka,266310,1213.3,26143652.7,69240.6,0.93375
Arecanut,Kerala,87360,2412.6,8576131.2,22713.6,0.825714286
Banana,Kerala,45059,2412.6,4423442.03,11715.34,7.457857143
Black pepper,Kerala,202133,2412.6,19843396.61,52554.58,0.22
Cardamom,Kerala,41288,2412.6,4053242.96,10734.88,0.055
Cashewnut,Kerala,92122,2412.6,9043616.74,23951.72,0.507857143
Coconut ,Kerala,925783,2412.6,90884117.11,240703.58,5617.002143
Cotton(lint),Kerala,3847,2412.6,377659.99,1000.22,1.61
Garlic,Kerala,538,2412.6,52815.46,139.88,17
Ginger,Kerala,11612,2412.6,1139950.04,3019.12,2.957142857
Groundnut,Kerala,3677,2412.6,360971.09,956.02,0.37
Jowar,Kerala,463,2412.6,45452.71,120.38,0.51
Ragi,Kerala,1955,2412.6,191922.35,508.3,0.813333333
Rice,Kerala,129752,2412.6,12737753.84,33735.52,1.938461538
Rice,Kerala,55258,2412.6,5424677.86,14367.08,2.23
Rice,Kerala,162445,2412.6,15947225.65,42235.7,2.042857143
Sesamum,Kerala,2002,2412.6,196536.34,520.52,0.345833333
Sugarcane,Kerala,3367,2412.6,330538.39,875.42,90.19
Sweet potato,Kerala,816,2412.6,80106.72,212.16,11.46615385
Tapioca,Kerala,114609,2412.6,11251165.53,29798.34,24.29642857
Tobacco,Kerala,213,2412.6,20910.21,55.38,5.57
Turmeric,Kerala,4127,2412.6,405147.59,1073.02,1.905714286
Arecanut,Meghalaya,11184,6258.8,1097933.28,2907.84,1.178571429
Arhar/Tur,Meghalaya,863,6258.8,84720.71,224.38,0.78
Banana,Meghalaya,5377,6258.8,527860.09,1398.02,11.36285714
Castor seed,Meghalaya,23,6258.8,2257.91,5.98,0.515
Cotton(lint),Meghalaya,7340,6258.8,720567.8,1908.4,1.036666667
Dry chillies,Meghalaya,1810,6258.8,177687.7,470.6,0.651428571
Ginger,Meghalaya,7811,6258.8,766805.87,2030.86,5.897142857
Gram,Meghalaya,463,6258.8,45452.71,120.38,0.613333333
Jute,Meghalaya,4220,6258.8,414277.4,1097.2,7.133333333
Linseed,Meghalaya,54,6258.8,5301.18,14.04,0.44
Maize,Meghalaya,16906,6258.8,1659662.02,4395.56,1.437142857
Mesta,Meghalaya,4635,6258.8,455017.95,1205.1,4.606666667
Other  Rabi pulses,Meghalaya,2048,6258.8,201052.16,532.48,0.761428571
Potato,Meghalaya,18318,6258.8,1798278.06,4762.68,6.954285714
Rapeseed &Mustard,Meghalaya,7126,6258.8,699559.42,1852.76,0.664285714
Rice,Meghalaya,102657,6258.8,10077837.69,26690.82,1.681428571
Rice,Meghalaya,4003,6258.8,392974.51,1040.78,1.744285714
Sesamum,Meghalaya,1317,6258.8,129289.89,342.42,0.614285714
Small millets,Meghalaya,2800,6258.8,274876,728,0.864285714
Soyabean,Meghalaya,983,6258.8,96501.11,255.58,0.91
Sugarcane,Meghalaya,86,6258.8,8442.62,22.36,2.288
Sweet potato,Meghalaya,5143,6258.8,504888.31,1337.18,3.431428571
Tapioca,Meghalaya,4110,6258.8,403478.7,1068.6,5.98
Tobacco,Meghalaya,700,6258.8,68719,182,0.64
Turmeric,Meghalaya,1523,6258.8,149512.91,395.98,5.464285714
Wheat,Meghalaya,4215,6258.8,413786.55,1095.9,1.395
Arecanut,Puducherry,65,1434.5875,6381.05,16.9,2
Bajra,Puducherry,186,1434.5875,18259.62,48.36,2.76
Banana,Puducherry,239,1434.5875,23462.63,62.14,26.25
Black pepper,Puducherry,12,1434.5875,1178.04,3.12,0.58
Cashewnut,Puducherry,202,1434.5875,19830.34,52.52,0.603333333
Coconut ,Puducherry,2233,1434.5875,219213.61,580.58,11937.4475
Coriander,Puducherry,1,1434.5875,98.17,0.26,1
Cotton(lint),Puducherry,452,1434.5875,44372.84,117.52,5.11
Dry chillies,Puducherry,10,1434.5875,981.7,2.6,2.6775
Ginger,Puducherry,227,1434.5875,22284.59,59.02,0.54
Groundnut,Puducherry,1175,1434.5875,115349.75,305.5,1.62
Jowar,Puducherry,6,1434.5875,589.02,1.56,1
Moong(Green Gram),Puducherry,2480,1434.5875,243461.6,644.8,0.586666667
Moong(Green Gram),Puducherry,2480,1434.5875,243461.6,644.8,0.586666667
Onion,Puducherry,13,1434.5875,1276.21,3.38,15.54
Other  Rabi pulses,Puducherry,64,1434.5875,6282.88,16.64,1.18
Ragi,Puducherry,125,1434.5875,12271.25,32.5,2.21
Rapeseed &Mustard,Puducherry,63,1434.5875,6184.71,16.38,6.265
Rice,Puducherry,42779,1434.5875,4199614.43,11122.54,2.605
Sugarcane,Puducherry,2464,1434.5875,241890.88,640.64,81.17
Tapioca,Puducherry,342,1434.5875,33574.14,88.92,18.69
Urad,Puducherry,3392,1434.5875,332992.64,881.92,0.706666667
Urad,Puducherry,3392,1434.5875,332992.64,881.92,0.706666667
Arecanut,West Bengal,7773,1907.7,763075.41,2020.98,1.84
Arhar/Tur,West Bengal,8868,1907.7,870571.56,2305.68,0.686153846
Bajra,West Bengal,313,1907.7,30727.21,81.38,0.8875
Barley,West Bengal,3471,1907.7,340748.07,902.46,0.62
Castor seed,West Bengal,100,1907.7,9817,26,1.27
Coconut ,West Bengal,24511,1907.7,2406244.87,6372.86,13234.92556
Cotton(lint),West Bengal,1188,1907.7,116625.96,308.88,2.3
Dry chillies,West Bengal,61498,1907.7,6037258.66,15989.48,0.941111111
Ginger,West Bengal,9328,1907.7,915729.76,2425.28,1.524444444
Gram,West Bengal,54685,1907.7,5368426.45,14218.1,0.806428571
Groundnut,West Bengal,2020,1907.7,198303.4,525.2,0.968333333
Groundnut,West Bengal,8513,1907.7,835721.21,2213.38,1.37
Groundnut,West Bengal,25741,1907.7,2526993.97,6692.66,1.355625
Horse-gram,West Bengal,4311,1907.7,423210.87,1120.86,0.49
Jowar,West Bengal,1016,1907.7,99740.72,264.16,0.578333333
Jute,West Bengal,612994,1907.7,60177620.98,159378.44,13.52411765
Khesari,West Bengal,40018,1907.7,3928567.06,10404.68,1.001875
Linseed,West Bengal,11869,1907.7,1165179.73,3085.94,0.460769231
Maize,West Bengal,35267,1907.7,3462161.39,9169.42,2.568571429
Masoor,West Bengal,75994,1907.7,7460330.98,19758.44,0.87625
Mesta,West Bengal,10891,1907.7,1069169.47,2831.66,6.860833333
Moong(Green Gram),West Bengal,635,1907.7,62337.95,165.1,0.498571429
Moong(Green Gram),West Bengal,2410,1907.7,236589.7,626.6,0.583636364
Moong(Green Gram),West Bengal,8197,1907.7,804699.49,2131.22,0.544666667
Niger seed,West Bengal,6874,1907.7,674820.58,1787.24,0.405555556
Other Kharif pulses,West Bengal,825,1907.7,80990.25,214.5,0.548333333
Peas & beans (Pulses),West Bengal,7338,1907.7,720371.46,1907.88,0.843333333
Potato,West Bengal,299664,1907.7,29418014.88,77912.64,22.39388889
Ragi,West Bengal,12651,1907.7,1241948.67,3289.26,0.926
Rapeseed &Mustard,West Bengal,435998,1907.7,42801923.66,113359.48,0.841666667
Rice,West Bengal,393944,1907.7,38673482.48,102425.44,1.648333333
Rice,West Bengal,1401841,1907.7,137618731,364478.66,3.021111111
Rice,West Bengal,3639538,1907.7,357293445.5,946279.88,1.876111111
Safflower,West Bengal,29,1907.7,2846.93,7.54,0.3
Sannhamp,West Bengal,1519,1907.7,149120.23,394.94,4.527142857
Sesamum,West Bengal,107161,1907.7,10519995.37,27861.86,0.736111111
Small millets,West Bengal,3061,1907.7,300498.37,795.86,0.682857143
Small millets,West Bengal,1285,1907.7,126148.45,334.1,0.946666667
Soyabean,West Bengal,538,1907.7,52815.46,139.88,0.5775
Sugarcane,West Bengal,21609,1907.7,2121355.53,5618.34,67.08461538
Sunflower,West Bengal,246,1907.7,24149.82,63.96,1.276666667
Tobacco,West Bengal,10456,1907.7,1026465.52,2718.56,0.598
Turmeric,West Bengal,13885,1907.7,1363090.45,3610.1,1.536111111
Urad,West Bengal,56233,1907.7,5520393.61,14620.58,0.462222222
Urad,West Bengal,13860,1907.7,1360636.2,3603.6,0.612307692
Wheat,West Bengal,426000,1907.7,41820420,110760,2.330555556
Arecanut,Andhra Pradesh,268,928.4,27370.84,69.68,1.71
Arhar/Tur,Andhra Pradesh,414401,928.4,42322774.13,107744.26,0.465
Arhar/Tur,Andhra Pradesh,5439,928.4,555485.07,1414.14,0.46
Bajra,Andhra Pradesh,81851,928.4,8359442.63,21281.26,0.851764706
Bajra,Andhra Pradesh,9684,928.4,989026.92,2517.84,0.795
Banana,Andhra Pradesh,50507,928.4,5158279.91,13131.82,11.73363636
